,NAME,State,B23027_002E,B23027_003E,County
40,Raleigh County,West Virginia,3198,1631,Raleigh 
41,Randolph County,West Virginia,1287,472,Randolph 
42,Ritchie County,West Virginia,373,88,Ritchie 
43,Roane County,West Virginia,714,162,Roane 
44,Summers County,West Virginia,457,196,Summers 
45,Taylor County,West Virginia,603,84,Taylor 
46,Tucker County,West Virginia,307,94,Tucker 
47,Tyler County,West Virginia,428,153,Tyler 
48,Upshur County,West Virginia,1386,551,Upshur 
49,Wayne County,West Virginia,1942,478,Wayne 
50,Webster County,West Virginia,327,23,Webster 
51,Wetzel County,West Virginia,678,193,Wetzel 
52,Wirt County,West Virginia,232,100,Wirt 
53,Wood County,West Virginia,3916,1547,Wood 
54,Wyoming County,West Virginia,1036,154,Wyoming 
0,Adams County,Wisconsin,668,396,Adams 
1,Ashland County,Wisconsin,986,640,Ashland 
2,Barron County,Wisconsin,1955,1456,Barron 
3,Bayfield County,Wisconsin,556,404,Bayfield 
4,Brown County,Wisconsin,14078,10066,Brown 
5,Buffalo County,Wisconsin,585,339,Buffalo 
6,Burnett County,Wisconsin,580,364,Burnett 
7,Calumet County,Wisconsin,2569,1851,Calumet 
8,Chippewa County,Wisconsin,2738,1862,Chippewa 
9,Clark County,Wisconsin,1935,1285,Clark 
10,Columbia County,Wisconsin,2618,1919,Columbia 
11,Crawford County,Wisconsin,745,397,Crawford 
12,Dane County,Wisconsin,29400,21106,Dane 
13,Dodge County,Wisconsin,3769,2594,Dodge 
14,Door County,Wisconsin,1008,850,Door 
15,Douglas County,Wisconsin,2190,1421,Douglas 
16,Dunn County,Wisconsin,3570,2852,Dunn 
17,Eau Claire County,Wisconsin,6920,5320,Eau Claire 
18,Florence County,Wisconsin,120,90,Florence 
19,Fond du Lac County,Wisconsin,5232,3494,Fond du Lac 
20,Forest County,Wisconsin,438,239,Forest 
21,Grant County,Wisconsin,4089,2816,Grant 
22,Green County,Wisconsin,1651,1162,Green 
23,Green Lake County,Wisconsin,958,637,Green Lake 
24,Iowa County,Wisconsin,1021,634,Iowa 
25,Iron County,Wisconsin,174,99,Iron 
26,Jackson County,Wisconsin,957,588,Jackson 
27,Jefferson County,Wisconsin,5408,3875,Jefferson 
28,Juneau County,Wisconsin,1112,788,Juneau 
29,Kenosha County,Wisconsin,9679,6213,Kenosha 
30,Kewaunee County,Wisconsin,924,684,Kewaunee 
31,La Crosse County,Wisconsin,7626,5422,La Crosse 
32,Lafayette County,Wisconsin,897,505,Lafayette 
33,Langlade County,Wisconsin,984,614,Langlade 
34,Lincoln County,Wisconsin,1334,796,Lincoln 
35,Manitowoc County,Wisconsin,3864,2505,Manitowoc 
36,Marathon County,Wisconsin,6558,4657,Marathon 
37,Marinette County,Wisconsin,1770,1173,Marinette 
38,Marquette County,Wisconsin,639,432,Marquette 
39,Menominee County,Wisconsin,303,72,Menominee 
40,Milwaukee County,Wisconsin,49973,26349,Milwaukee 
41,Monroe County,Wisconsin,2294,1466,Monroe 
42,Oconto County,Wisconsin,1694,1125,Oconto 
43,Oneida County,Wisconsin,1311,1003,Oneida 
44,Outagamie County,Wisconsin,9475,6340,Outagamie 
45,Ozaukee County,Wisconsin,4939,3483,Ozaukee 
46,Pepin County,Wisconsin,282,202,Pepin 
47,Pierce County,Wisconsin,3281,2687,Pierce 
48,Polk County,Wisconsin,1973,1365,Polk 
49,Portage County,Wisconsin,4883,3960,Portage 
50,Price County,Wisconsin,513,330,Price 
51,Racine County,Wisconsin,9902,5971,Racine 
52,Richland County,Wisconsin,847,510,Richland 
53,Rock County,Wisconsin,8110,5064,Rock 
54,Rusk County,Wisconsin,546,397,Rusk 
55,St. Croix County,Wisconsin,4617,3151,St. Croix 
56,Sauk County,Wisconsin,3137,2434,Sauk 
57,Sawyer County,Wisconsin,554,349,Sawyer 
58,Shawano County,Wisconsin,2001,1306,Shawano 
59,Sheboygan County,Wisconsin,5582,3850,Sheboygan 
60,Taylor County,Wisconsin,1053,709,Taylor 
61,Trempealeau County,Wisconsin,1385,878,Trempealeau 
62,Vernon County,Wisconsin,1610,997,Vernon 
63,Vilas County,Wisconsin,667,524,Vilas 
64,Walworth County,Wisconsin,6204,4564,Walworth 
65,Washburn County,Wisconsin,629,404,Washburn 
66,Washington County,Wisconsin,6878,5112,Washington 
67,Waukesha County,Wisconsin,21071,15126,Waukesha 
68,Waupaca County,Wisconsin,2338,1620,Waupaca 
69,Waushara County,Wisconsin,951,648,Waushara 
70,Winnebago County,Wisconsin,9425,6957,Winnebago 
71,Wood County,Wisconsin,3134,2103,Wood 
0,Albany County,Wyoming,2908,2268,Albany 
1,Big Horn County,Wyoming,696,351,Big Horn 
2,Campbell County,Wyoming,2221,1137,Campbell 
3,Carbon County,Wyoming,669,267,Carbon 
4,Converse County,Wyoming,781,578,Converse 
5,Crook County,Wyoming,411,201,Crook 
6,Fremont County,Wyoming,2021,1017,Fremont 
7,Goshen County,Wyoming,813,554,Goshen 
8,Hot Springs County,Wyoming,162,88,Hot Springs 
9,Johnson County,Wyoming,235,147,Johnson 
10,Laramie County,Wyoming,4843,2971,Laramie 
11,Lincoln County,Wyoming,1058,887,Lincoln 
12,Natrona County,Wyoming,4018,2567,Natrona 
13,Niobrara County,Wyoming,113,54,Niobrara 
14,Park County,Wyoming,1508,897,Park 
15,Platte County,Wyoming,287,163,Platte 
16,Sheridan County,Wyoming,1442,846,Sheridan 
17,Sublette County,Wyoming,487,320,Sublette 
18,Sweetwater County,Wyoming,2423,1287,Sweetwater 
19,Teton County,Wyoming,735,514,Teton 
20,Uinta County,Wyoming,1016,500,Uinta 
21,Washakie County,Wyoming,411,218,Washakie 
22,Weston County,Wyoming,359,200,Weston 
